County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Westchester,8/25/2021,30,0.205479452,-1.15,-0.009277186,122.81,-2.69,-0.017622011,149.96,-5.11,-0.030538457,162.22,1.59,0.02387029,68.2
Albany,8/26/2021,3,0.047619048,29.67,0.14325029,236.79,4.66,0.027536489,173.89,16.7,0.069280232,257.75,1.67,0.024486804,69.87
Bronx,8/26/2021,119,0.504237288,-3.65,-0.032212514,109.66,2.41,0.016131191,151.81,-6.2,-0.042079544,141.14,1.67,0.024486804,69.87
Erie,8/26/2021,2,0.015384615,-4.34,-0.03531039,118.57,5.39,0.031514939,176.42,59.79,0.215754908,336.91,1.67,0.024486804,69.87
Kings,8/26/2021,299,0.674943567,2.09,0.015621496,135.88,1.43,0.009085711,158.82,0.22,0.001404853,156.82,1.67,0.024486804,69.87
Monroe,8/26/2021,35,0.207100592,-0.99,-0.01279235,76.4,6.84,0.04113296,173.13,4.83,0.021029258,234.51,1.67,0.024486804,69.87
Nassau,8/26/2021,251,0.845117845,0.99,0.007764097,128.5,0.43,0.002678293,160.98,8.74,0.048138356,190.3,1.67,0.024486804,69.87
New York,8/26/2021,19,0.049222798,6.4,0.063266113,107.56,5.14,0.046348061,116.04,6.61,0.060603282,115.68,1.67,0.024486804,69.87
Onondaga,8/26/2021,20,0.294117647,17.92,0.10491189,188.73,3.24,0.016420028,200.56,15.11,0.056198163,283.98,1.67,0.024486804,69.87
Queens,8/26/2021,206,0.666666667,-1.56,-0.01288298,119.53,1.97,0.012937545,154.24,0.06,0.000408441,146.96,1.67,0.024486804,69.87
Richmond,8/26/2021,59,0.491666667,2.05,0.016397376,127.07,3.8,0.025343471,153.74,-0.04,-0.000261182,153.11,1.67,0.024486804,69.87
Suffolk,8/26/2021,256,0.60952381,2.5,0.01531206,165.77,2.86,0.016901076,172.08,0.37,0.001329931,278.58,1.67,0.024486804,69.87
Westchester,8/26/2021,39,0.221590909,-3.34,-0.027196482,119.47,5.45,0.036343025,155.41,0.92,0.005671311,163.14,1.67,0.024486804,69.87
Albany,8/27/2021,55,0.833333333,21.83,0.092191393,258.62,23.65,0.136005521,197.54,92.82,0.360116392,350.57,0.37,0.005295549,70.24
Bronx,8/27/2021,-16,-0.045070423,-0.26,-0.002370965,109.4,14.05,0.092549898,165.86,8.01,0.056752161,149.15,0.37,0.005295549,70.24
Erie,8/27/2021,141,1.068181818,4.18,0.035253437,122.75,19.6,0.111098515,196.02,25.42,0.075450417,362.33,0.37,0.005295549,70.24
Kings,8/27/2021,-50,-0.067385445,4.88,0.035914042,140.76,20.05,0.126243546,178.87,14.04,0.089529397,170.86,0.37,0.005295549,70.24
Monroe,8/27/2021,50,0.245098039,-0.82,-0.010732984,75.58,16.36,0.094495466,189.49,29.87,0.127371967,264.38,0.37,0.005295549,70.24
Nassau,8/27/2021,-68,-0.124087591,4.76,0.037042802,133.26,10.11,0.062802833,171.09,6.19,0.032527588,196.49,0.37,0.005295549,70.24
New York,8/27/2021,36,0.088888889,9.43,0.087671997,116.99,16.8,0.144777663,132.84,16.81,0.145314661,132.49,0.37,0.005295549,70.24
Onondaga,8/27/2021,210,2.386363636,90.46,0.479309066,279.19,32.68,0.162943757,233.24,108.22,0.381083175,392.2,0.37,0.005295549,70.24
Queens,8/27/2021,-21,-0.040776699,1.11,0.009286372,120.64,14.96,0.096991701,169.2,9.48,0.064507349,156.44,0.37,0.005295549,70.24
Richmond,8/27/2021,19,0.106145251,-8.53,-0.067128354,118.54,18.19,0.118316638,171.93,3.32,0.021683757,156.43,0.37,0.005295549,70.24
Suffolk,8/27/2021,-41,-0.060650888,19.29,0.116366049,185.06,13.43,0.078045095,185.51,7.94,0.028501687,286.52,0.37,0.005295549,70.24
Westchester,8/27/2021,66,0.306976744,6.06,0.050724031,125.53,16.55,0.106492504,171.96,15.28,0.093661885,178.42,0.37,0.005295549,70.24
Albany,8/31/2021,-5,-0.074626866,6.48,0.029603911,225.37,3.9,0.025567064,156.44,8.6,0.039831411,224.51,20.2,0.36246187,75.93
Bronx,8/31/2021,-287,-0.494827586,1.19,0.01080345,111.34,7.01,0.050624684,145.48,-1.79,-0.011697053,151.24,20.2,0.36246187,75.93
Erie,8/31/2021,-21,-0.132911392,-15.5,-0.107333287,128.91,4.85,0.029910577,167,-29.51,-0.077299874,352.25,20.2,0.36246187,75.93
Kings,8/31/2021,-674,-0.608852755,7.22,0.056989502,133.91,9.19,0.063122467,154.78,12.92,0.089029768,158.04,20.2,0.36246187,75.93
Monroe,8/31/2021,12,0.082758621,-4.91,-0.060872799,75.75,14.17,0.093853491,165.15,-2.91,-0.013741972,208.85,20.2,0.36246187,75.93
Nassau,8/31/2021,-73,-0.190104167,-0.17,-0.001363928,124.47,7.82,0.053517657,153.94,-2.85,-0.014988956,187.29,20.2,0.36246187,75.93
New York,8/31/2021,12,0.045801527,7.26,0.075397238,103.55,6.58,0.064020237,109.36,5.32,0.049953052,111.82,20.2,0.36246187,75.93
Onondaga,8/31/2021,-86,-0.477777778,-38.43,-0.136286261,243.55,0.48,0.002760683,174.35,-54.77,-0.140891084,333.97,20.2,0.36246187,75.93
Queens,8/31/2021,-338,-0.462380301,0.48,0.003982411,121.01,4.75,0.033084906,148.32,1.91,0.012398572,155.96,20.2,0.36246187,75.93
Richmond,8/31/2021,-174,-0.552380952,1.67,0.013203669,128.15,5.9,0.041543445,147.92,1.39,0.009204079,152.41,20.2,0.36246187,75.93
Suffolk,8/31/2021,-58,-0.131818182,-6.29,-0.039592119,152.58,5.06,0.032047628,162.95,-0.74,-0.002930925,251.74,20.2,0.36246187,75.93
Westchester,8/31/2021,-8,-0.054421769,4.89,0.040753396,124.88,6.31,0.045155288,146.05,1.57,0.009329134,169.86,20.2,0.36246187,75.93
Albany,9/1/2021,2,0.032258065,-17.6,-0.078093801,207.77,-1.01,-0.006456149,155.43,-17.23,-0.076744911,207.28,-24.64,-0.324509417,51.29
Bronx,9/1/2021,-123,-0.419795222,-5.4,-0.04850009,105.94,0.63,0.004330492,146.11,-13.27,-0.087741338,137.97,-24.64,-0.324509417,51.29
Erie,9/1/2021,-3,-0.02189781,0.45,0.003490808,129.36,-1.67,-0.01,165.33,-61.58,-0.174819021,290.67,-24.64,-0.324509417,51.29
Kings,9/1/2021,10,0.023094688,-9.26,-0.069150922,124.65,-7.78,-0.050264892,147,-23.25,-0.147114655,134.79,-24.64,-0.324509417,51.29
Monroe,9/1/2021,-5,-0.031847134,-7.23,-0.095445545,68.52,-3.6,-0.021798365,161.55,-8.46,-0.040507541,200.39,-24.64,-0.324509417,51.29
Nassau,9/1/2021,61,0.196141479,-5.86,-0.047079618,118.61,-9.45,-0.061387554,144.49,2.73,0.014576325,190.02,-24.64,-0.324509417,51.29
New York,9/1/2021,44,0.160583942,-2.81,-0.027136649,100.74,-6.37,-0.058247988,102.99,-20.74,-0.185476659,91.08,-24.64,-0.324509417,51.29
Onondaga,9/1/2021,3,0.031914894,-26.88,-0.110367481,216.67,-2.27,-0.013019788,172.08,-74.32,-0.222534958,259.65,-24.64,-0.324509417,51.29
Queens,9/1/2021,-31,-0.078880407,-0.89,-0.007354764,120.12,8.32,0.05609493,156.64,-6.41,-0.041100282,149.55,-24.64,-0.324509417,51.29
Richmond,9/1/2021,-19,-0.134751773,-11.21,-0.087475615,116.94,-1.09,-0.007368848,146.83,0.05,0.000328062,152.46,-24.64,-0.324509417,51.29
Suffolk,9/1/2021,75,0.196335079,-13.8,-0.090444357,138.78,-16.58,-0.101749003,146.37,-32.28,-0.128227536,219.46,-24.64,-0.324509417,51.29
Westchester,9/1/2021,73,0.525179856,-7.15,-0.057254965,117.73,1.66,0.011365971,147.71,-13.31,-0.078358648,156.55,-24.64,-0.324509417,51.29
Albany,9/2/2021,31,0.484375,34.84,0.167685421,242.61,13.23,0.085118703,168.66,33.84,0.16325743,241.12,9.68,0.188730747,60.97
Bronx,9/2/2021,162,0.952941176,62.95,0.594204267,168.89,66.52,0.455273424,212.63,32.12,0.232804233,170.09,9.68,0.188730747,60.97
Erie,9/2/2021,97,0.723880597,-6.94,-0.053648732,122.42,7.81,0.047238856,173.14,30.61,0.105308425,321.28,9.68,0.188730747,60.97
Kings,9/2/2021,197,0.44469526,44.79,0.359326113,169.44,26.87,0.182789116,173.87,35.83,0.265820907,170.62,9.68,0.188730747,60.97
Monroe,9/2/2021,38,0.25,2.97,0.043345009,71.49,4.58,0.028350356,166.13,0.47,0.002345426,200.86,9.68,0.188730747,60.97
Nassau,9/2/2021,5,0.01344086,19.76,0.166596408,138.37,24.77,0.171430549,169.26,14.28,0.075149984,204.3,9.68,0.188730747,60.97
New York,9/2/2021,4,0.012578616,33.52,0.332737741,134.26,32.07,0.311389455,135.06,32.31,0.354743083,123.39,9.68,0.188730747,60.97
Onondaga,9/2/2021,41,0.422680412,0.09,0.000415378,216.76,4.72,0.027429103,176.8,2.64,0.010167533,262.29,9.68,0.188730747,60.97
Queens,9/2/2021,43,0.11878453,70.58,0.587579088,190.7,53.95,0.344420327,210.59,41.3,0.276161819,190.85,9.68,0.188730747,60.97
Richmond,9/2/2021,83,0.680327869,15.31,0.13092184,132.25,32.57,0.221821154,179.4,8.61,0.056473829,161.07,9.68,0.188730747,60.97
Suffolk,9/2/2021,64,0.140043764,22.08,0.159100735,160.86,21.48,0.146751383,167.85,21.48,0.097876606,240.94,9.68,0.188730747,60.97
Westchester,9/2/2021,-36,-0.169811321,55.16,0.468529687,172.89,123.95,0.839144269,271.66,41.87,0.267454487,198.42,9.68,0.188730747,60.97
Albany,9/3/2021,-6,-0.063157895,15.42,0.063558798,258.03,20.05,0.118878217,188.71,55.35,0.229553749,296.47,14.58,0.239134,75.55
Bronx,9/3/2021,51,0.153614458,-16.78,-0.09935461,152.11,-17.12,-0.080515449,195.51,13.9,0.081721442,183.99,14.58,0.239134,75.55
Erie,9/3/2021,-20,-0.086580087,-6.38,-0.052115667,116.04,14.73,0.085075661,187.87,29.75,0.092598357,351.03,14.58,0.239134,75.55
Kings,9/3/2021,31,0.0484375,-9.84,-0.058073654,159.6,16.55,0.095186059,190.42,27.36,0.160356347,197.98,14.58,0.239134,75.55
Monroe,9/3/2021,28,0.147368421,4.39,0.06140719,75.88,20.41,0.122855595,186.54,42.03,0.209250224,242.89,14.58,0.239134,75.55
Nassau,9/3/2021,93,0.24668435,2.03,0.01467081,140.4,15.9,0.09393832,185.16,19.5,0.095447871,223.8,14.58,0.239134,75.55
New York,9/3/2021,138,0.428571429,0.96,0.007150305,135.22,16.63,0.123130461,151.69,32.02,0.259502391,155.41,14.58,0.239134,75.55
Onondaga,9/3/2021,85,0.615942029,11.76,0.054253552,228.52,34.21,0.193495475,211.01,42.14,0.160661863,304.43,14.58,0.239134,75.55
Queens,9/3/2021,25,0.061728395,-39.31,-0.206135291,151.39,-7.79,-0.03699131,202.8,2.06,0.010793817,192.91,14.58,0.239134,75.55
Richmond,9/3/2021,22,0.107317073,-0.6,-0.004536862,131.65,9.24,0.051505017,188.64,21.16,0.131371453,182.23,14.58,0.239134,75.55
Suffolk,9/3/2021,201,0.385796545,38.57,0.239773716,199.43,24.34,0.145010426,192.19,51.39,0.213289616,292.33,14.58,0.239134,75.55
Westchester,9/3/2021,17,0.096590909,-11.67,-0.067499566,161.22,-68.4,-0.25178532,203.26,9.44,0.047575849,207.86,14.58,0.239134,75.55
Albany,9/7/2021,-5,-0.092592593,21.3,0.114701131,207,19.98,0.150406504,152.82,8.03,0.039954224,209.01,-25.67,-0.345630807,48.6
Bronx,9/7/2021,-61,-0.301980198,19.29,0.198273204,116.58,20.07,0.159716696,145.73,25.73,0.203431373,152.21,-25.67,-0.345630807,48.6
Erie,9/7/2021,-6,-0.034682081,54.98,0.531464476,158.43,37.17,0.309904952,157.11,74.73,0.392510111,265.12,-25.67,-0.345630807,48.6
Kings,9/7/2021,-122,-0.313624679,4.69,0.037122052,131.03,1.31,0.009239015,143.1,-4.86,-0.031233933,150.74,-25.67,-0.345630807,48.6
Monroe,9/7/2021,-31,-0.218309859,5.26,0.07672112,73.82,36.42,0.311788374,153.23,41.69,0.293219862,183.87,-25.67,-0.345630807,48.6
Nassau,9/7/2021,-14,-0.058577406,8.79,0.075860879,124.66,29.65,0.253917958,146.42,39.13,0.277793554,179.99,-25.67,-0.345630807,48.6
New York,9/7/2021,-69,-0.306666667,2.21,0.022144289,102.01,2.88,0.027689645,106.89,-0.3,-0.002621461,114.14,-25.67,-0.345630807,48.6
Onondaga,9/7/2021,-64,-0.402515723,45.28,0.284672451,204.34,20.33,0.145484471,160.07,51.28,0.348464257,198.44,-25.67,-0.345630807,48.6
Queens,9/7/2021,64,0.246153846,10.95,0.09597686,125.04,20.22,0.15354241,151.91,17.12,0.120639842,159.03,-25.67,-0.345630807,48.6
Richmond,9/7/2021,-38,-0.271428571,16.82,0.154029304,126.02,27.74,0.224870298,151.1,24.07,0.180043384,157.76,-25.67,-0.345630807,48.6
Suffolk,9/7/2021,79,0.250793651,-7.98,-0.048392965,156.92,26.87,0.198889711,161.97,36.92,0.179799357,242.26,-25.67,-0.345630807,48.6
Westchester,9/7/2021,-45,-0.304054054,12.69,0.098962801,140.92,27.49,0.222357033,151.12,36.96,0.253358925,182.84,-25.67,-0.345630807,48.6
Albany,9/8/2021,-4,-0.081632653,4.83,0.023333333,211.83,5.21,0.034092396,158.03,11.06,0.052916128,220.07,5.01,0.10308642,53.61
Bronx,9/8/2021,-141,-1,1.67,0.014324927,118.25,-0.05,-0.0003431,145.68,4.36,0.028644636,156.57,5.01,0.10308642,53.61
Erie,9/8/2021,5,0.02994012,17.87,0.112794294,176.3,4.04,0.025714468,161.15,2.67,0.010070911,267.79,5.01,0.10308642,53.61
Kings,9/8/2021,-267,-1,1.8,0.013737312,132.83,4.65,0.032494759,147.75,5.59,0.03708372,156.33,5.01,0.10308642,53.61
Monroe,9/8/2021,-15,-0.135135135,0.86,0.011649959,74.68,-0.6,-0.003915682,152.63,2.17,0.011801817,186.04,5.01,0.10308642,53.61
Nassau,9/8/2021,88,0.391111111,2.99,0.02398524,127.65,3.67,0.025064882,150.09,-0.34,-0.001888994,179.65,5.01,0.10308642,53.61
New York,9/8/2021,88,0.564102564,3.18,0.031173414,105.19,3.89,0.036392553,110.78,4.4,0.03854915,118.54,5.01,0.10308642,53.61
Onondaga,9/8/2021,11,0.115789474,8.09,0.039590878,212.43,-1.66,-0.010370463,158.41,2.57,0.012951018,201.01,5.01,0.10308642,53.61
Queens,9/8/2021,-324,-1,-0.08,-0.000639795,124.96,-3.71,-0.024422355,148.2,-2.74,-0.017229454,156.29,5.01,0.10308642,53.61
Richmond,9/8/2021,-102,-1,7.29,0.057847961,133.31,3.67,0.024288551,154.77,1.51,0.009571501,159.27,5.01,0.10308642,53.61
Suffolk,9/8/2021,43,0.109137056,-12.74,-0.081187866,144.18,-0.4,-0.002469593,161.57,-6.6,-0.027243457,235.66,5.01,0.10308642,53.61
Westchester,9/8/2021,15,0.145631068,-3.08,-0.021856372,137.84,0.29,0.001919005,151.41,-0.99,-0.00541457,181.85,5.01,0.10308642,53.61
Albany,9/9/2021,36,0.8,-2.59,-0.012226786,209.24,1.38,0.008732519,159.41,-5.83,-0.026491571,214.24,1.79,0.033389293,55.4
Bronx,9/9/2021,514,1,-2.01,-0.016997886,116.24,8.4,0.057660626,154.08,-8.57,-0.054735901,148,1.79,0.033389293,55.4
Erie,9/9/2021,58,0.337209302,-11.4,-0.064662507,164.9,4.62,0.028668942,165.77,-7.98,-0.02979947,259.81,1.79,0.033389293,55.4
Kings,9/9/2021,984,1,8.96,0.067454641,141.79,16.09,0.108900169,163.84,-1.32,-0.008443677,155.01,1.79,0.033389293,55.4
Monroe,9/9/2021,51,0.53125,3.01,0.040305303,77.69,11.16,0.073117998,163.79,5.04,0.027090948,191.08,1.79,0.033389293,55.4
Nassau,9/9/2021,80,0.255591054,0.38,0.00297689,128.03,10.53,0.070157905,160.62,-0.54,-0.003005845,179.11,1.79,0.033389293,55.4
New York,9/9/2021,98,0.401639344,8.85,0.084133473,114.04,14.25,0.128633327,125.03,3.52,0.029694618,122.06,1.79,0.033389293,55.4
Onondaga,9/9/2021,66,0.622641509,-27.36,-0.128795368,185.07,2.69,0.016981251,161.1,-13.22,-0.065767872,187.79,1.79,0.033389293,55.4
Queens,9/9/2021,671,1,4.95,0.039612676,129.91,12.2,0.082321188,160.4,-4.26,-0.027257022,152.03,1.79,0.033389293,55.4
Richmond,9/9/2021,359,1,10.17,0.07628835,143.48,10.26,0.066291917,165.03,-1.92,-0.012055001,157.35,1.79,0.033389293,55.4
Suffolk,9/9/2021,98,0.224256293,-7.71,-0.053474823,136.47,-6.94,-0.042953519,154.63,-26.52,-0.112535008,209.14,1.79,0.033389293,55.4
Westchester,9/9/2021,48,0.406779661,7.11,0.051581544,144.95,7.86,0.051912027,159.27,-6.37,-0.03502887,175.48,1.79,0.033389293,55.4
Albany,9/10/2021,9,0.111111111,24.54,0.117281591,233.78,20.49,0.128536478,179.9,57.81,0.269837565,272.05,13.77,0.248555957,69.17
Bronx,9/10/2021,-514,-1,13.9,0.119580179,130.14,32.53,0.211124091,186.61,34.19,0.231013514,182.19,13.77,0.248555957,69.17
Erie,9/10/2021,-53,-0.230434783,-3.96,-0.024014554,160.94,22.86,0.137901912,188.63,63.28,0.243562603,323.09,13.77,0.248555957,69.17
Kings,9/10/2021,-490,-0.49796748,29.99,0.21150998,171.78,38.04,0.232177734,201.88,57.79,0.372814657,212.8,13.77,0.248555957,69.17
Monroe,9/10/2021,58,0.394557823,-0.6,-0.007723002,77.09,21.7,0.132486721,185.49,57.71,0.302020096,248.79,13.77,0.248555957,69.17
Nassau,9/10/2021,152,0.386768448,14.56,0.113723346,142.59,22.95,0.142883825,183.57,33.37,0.186310089,212.48,13.77,0.248555957,69.17
New York,9/10/2021,110,0.321637427,34.78,0.304980709,148.82,37.64,0.301047749,162.67,53.69,0.43986564,175.75,13.77,0.248555957,69.17
Onondaga,9/10/2021,36,0.209302326,21.77,0.117631167,206.84,28.65,0.177839851,189.75,50.39,0.268331647,238.18,13.77,0.248555957,69.17
Queens,9/10/2021,-237,-0.353204173,20.73,0.159572011,150.64,34.3,0.213840399,194.7,43.56,0.286522397,195.59,13.77,0.248555957,69.17
Richmond,9/10/2021,-161,-0.448467967,15.08,0.105101756,158.56,27.36,0.165788039,192.39,33.75,0.21448999,191.1,13.77,0.248555957,69.17
Suffolk,9/10/2021,193,0.360747664,31.21,0.228694951,167.68,36.93,0.23882817,191.56,56.4,0.269675815,265.54,13.77,0.248555957,69.17
Westchester,9/10/2021,134,0.807228916,4.85,0.033459814,149.8,24.99,0.156903372,184.26,33.13,0.188796444,208.61,13.77,0.248555957,69.17
Albany,9/14/2021,-16,-0.25,-3.24,-0.015745736,202.53,0.25,0.001715266,146,-13.95,-0.068786982,188.85,3.72,0.069235064,57.45
Bronx,9/14/2021,-282,-0.536121673,-11.08,-0.076177381,134.37,-6.15,-0.03765383,157.18,-11.19,-0.062812237,166.96,3.72,0.069235064,57.45
Erie,9/14/2021,-83,-0.419191919,-2.31,-0.014314928,159.06,7,0.046302421,158.18,0.6,0.00251046,239.6,3.72,0.069235064,57.45
Kings,9/14/2021,-625,-0.561545373,-10.37,-0.065314606,148.4,-3.42,-0.020077492,166.92,-4.85,-0.02799746,168.38,3.72,0.069235064,57.45
Monroe,9/14/2021,-46,-0.321678322,-11.29,-0.132465094,73.94,5.66,0.038490309,152.71,6.71,0.03900936,178.72,3.72,0.069235064,57.45
Nassau,9/14/2021,157,0.628,-2.46,-0.018909985,127.63,5.89,0.038333876,159.54,1.78,0.010034953,179.16,3.72,0.069235064,57.45
New York,9/14/2021,-27,-0.095744681,-4.39,-0.038856435,108.59,-0.76,-0.006540448,115.44,-3.51,-0.029443839,115.7,3.72,0.069235064,57.45
Onondaga,9/14/2021,-55,-0.518867925,-20.61,-0.096366952,193.26,3.57,0.023417514,156.02,-7.45,-0.042142776,169.33,3.72,0.069235064,57.45
Queens,9/14/2021,-324,-0.423529412,-12.31,-0.080525937,140.56,-6.67,-0.039882803,160.57,-14.1,-0.078394307,165.76,3.72,0.069235064,57.45
Richmond,9/14/2021,-115,-0.469387755,-21.7,-0.113067945,170.22,-3.82,-0.020964821,178.39,-2.92,-0.014492034,198.57,3.72,0.069235064,57.45
Suffolk,9/14/2021,345,1.63507109,-6.47,-0.047212493,130.57,2.66,0.017390167,155.62,2.47,0.011922,209.65,3.72,0.069235064,57.45
Westchester,9/14/2021,22,0.164179104,-0.86,-0.006120561,139.65,3.17,0.02114179,153.11,-3.54,-0.01954937,177.54,3.72,0.069235064,57.45
Albany,9/15/2021,9,0.1875,-26.54,-0.131042315,175.99,-2.73,-0.01869863,143.27,-9.23,-0.048874768,179.62,0.99,0.017232376,58.44
Bronx,9/15/2021,-2,-0.008196721,-6.11,-0.045471459,128.26,0.21,0.001336048,157.39,-6.38,-0.038212746,160.58,0.99,0.017232376,58.44
Erie,9/15/2021,46,0.4,-21.08,-0.132528606,137.98,-2.12,-0.013402453,156.06,-8.05,-0.033597663,231.55,0.99,0.017232376,58.44
Kings,9/15/2021,144,0.295081967,-5.36,-0.036118598,143.04,-3.2,-0.01917086,163.72,-5.46,-0.032426654,162.92,0.99,0.017232376,58.44
Monroe,9/15/2021,98,1.010309278,-3.48,-0.047065188,70.46,0.35,0.002291926,153.06,-2.85,-0.015946732,175.87,0.99,0.017232376,58.44
Nassau,9/15/2021,31,0.076167076,-2.56,-0.02005798,125.07,1.14,0.007145543,160.68,0.66,0.003683858,179.82,0.99,0.017232376,58.44
New York,9/15/2021,30,0.117647059,-2.52,-0.023206557,106.07,-1.41,-0.012214137,114.03,-2.06,-0.017804667,113.64,0.99,0.017232376,58.44
Onondaga,9/15/2021,59,1.156862745,-36.71,-0.189951361,156.55,2.88,0.018459172,158.9,-7.93,-0.046831631,161.4,0.99,0.017232376,58.44
Queens,9/15/2021,-73,-0.16553288,-7.1,-0.050512237,133.46,1.76,0.010960952,162.33,-2.93,-0.017676158,162.83,0.99,0.017232376,58.44
Richmond,9/15/2021,-6,-0.046153846,-13.41,-0.078780402,156.81,-1.54,-0.008632771,176.85,-14.86,-0.074835071,183.71,0.99,0.017232376,58.44
Suffolk,9/15/2021,-31,-0.055755396,9.73,0.074519415,140.3,4.57,0.029366405,160.19,11.53,0.054996423,221.18,0.99,0.017232376,58.44
Westchester,9/15/2021,21,0.134615385,-7.77,-0.055639098,131.88,2.31,0.015087192,155.42,1.77,0.009969584,179.31,0.99,0.017232376,58.44
Albany,9/16/2021,73,1.280701754,12.12,0.068867549,188.11,14.55,0.101556502,157.82,33.64,0.187284267,213.26,-1.28,-0.021902806,57.16
Bronx,9/16/2021,16,0.066115702,-17.39,-0.13558397,110.87,-16.71,-0.106169388,140.68,-16.67,-0.103811184,143.91,-1.28,-0.021902806,57.16
Erie,9/16/2021,239,1.48447205,6.16,0.044644151,144.14,12.14,0.077790593,168.2,23.7,0.102353703,255.25,-1.28,-0.021902806,57.16
Kings,9/16/2021,96,0.151898734,-13.57,-0.094868568,129.47,-20.77,-0.126862937,142.95,-10.5,-0.064448809,152.42,-1.28,-0.021902806,57.16
Monroe,9/16/2021,101,0.517948718,4.69,0.066562589,75.15,13.62,0.088984712,166.68,11.69,0.066469551,187.56,-1.28,-0.021902806,57.16
Nassau,9/16/2021,42,0.095890411,-8.14,-0.065083553,116.93,-12.47,-0.077607667,148.21,-12.95,-0.072016461,166.87,-1.28,-0.021902806,57.16
New York,9/16/2021,171,0.6,-1.8,-0.016969926,104.27,-2.6,-0.022801017,111.43,3.69,0.032470961,117.33,-1.28,-0.021902806,57.16
Onondaga,9/16/2021,178,1.618181818,11.18,0.071414883,167.73,19.03,0.119760856,177.93,28.74,0.178066914,190.14,-1.28,-0.021902806,57.16
Queens,9/16/2021,65,0.176630435,-16.35,-0.122508617,117.11,-20.03,-0.123390624,142.3,-14.31,-0.087883068,148.52,-1.28,-0.021902806,57.16
Richmond,9/16/2021,41,0.330645161,-29.17,-0.1860213,127.64,-21.01,-0.118801244,155.84,-27.18,-0.147950574,156.53,-1.28,-0.021902806,57.16
Suffolk,9/16/2021,70,0.133333333,1.7,0.012116892,142,-3.82,-0.023846682,156.37,-7.19,-0.03250746,213.99,-1.28,-0.021902806,57.16
Westchester,9/16/2021,17,0.096045198,-0.39,-0.002957234,131.49,-5.86,-0.037704285,149.56,-5.16,-0.028776978,174.15,-1.28,-0.021902806,57.16
Albany,9/17/2021,-61,-0.469230769,32.96,0.175216629,221.07,24.07,0.152515524,181.89,51.33,0.240692113,264.59,9.79,0.171273618,66.95
Bronx,9/17/2021,15,0.058139535,22.84,0.206007035,133.71,45.11,0.32065681,185.79,32.97,0.229101522,176.88,9.79,0.171273618,66.95
Erie,9/17/2021,-150,-0.375,1.77,0.012279728,145.91,22.89,0.13608799,191.09,59.75,0.234084231,315,9.79,0.171273618,66.95
Kings,9/17/2021,22,0.03021978,33.91,0.261913957,163.38,47.85,0.334732424,190.8,43.94,0.288282378,196.36,9.79,0.171273618,66.95
Monroe,9/17/2021,-99,-0.334459459,2.46,0.032734531,77.61,25.27,0.151607871,191.95,57.64,0.307314993,245.2,9.79,0.171273618,66.95
Nassau,9/17/2021,-3,-0.00625,18.14,0.155135551,135.07,29.18,0.196882801,177.39,30.43,0.182357524,197.3,9.79,0.171273618,66.95
New York,9/17/2021,-70,-0.153508772,33.87,0.324829769,138.14,38.89,0.349008346,150.32,39.36,0.335464076,156.69,9.79,0.171273618,66.95
Onondaga,9/17/2021,-71,-0.246527778,8.86,0.052822989,176.59,24.88,0.13983027,202.81,51.32,0.269906385,241.46,9.79,0.171273618,66.95
Queens,9/17/2021,88,0.203233256,26.35,0.225002135,143.46,42.27,0.297048489,184.57,31.8,0.214112577,180.32,9.79,0.171273618,66.95
Richmond,9/17/2021,38,0.23030303,29.84,0.233782513,157.48,40.62,0.260651951,196.46,38.76,0.247620264,195.29,9.79,0.171273618,66.95
Suffolk,9/17/2021,107,0.179831933,12.87,0.090633803,154.87,20.64,0.131994628,177.01,32.82,0.153371653,246.81,9.79,0.171273618,66.95
Westchester,9/17/2021,-28,-0.144329897,16.09,0.12236672,147.58,30.66,0.205001337,180.22,24.94,0.143209877,199.09,9.79,0.171273618,66.95
Albany,9/21/2021,46,1.15,5.65,0.030072387,193.53,4.69,0.032694319,148.14,10.09,0.052683793,201.61,3.11,0.056299783,58.35
Bronx,9/21/2021,80,0.536912752,0.22,0.001776486,124.06,2.19,0.014871656,149.45,-0.85,-0.005437216,155.48,3.11,0.056299783,58.35
