County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Onondaga,12/25/2020,-138,-0.292993631,-9.82,-0.229600187,32.95,-45.18,-0.517525773,42.12,-29.77,-0.476167626,32.75,-18.66,-0.753026634,6.12
Queens,12/25/2020,-124,-0.080415045,-14.63,-0.34318555,28,-46.3,-0.450170151,56.55,-39.12,-0.441136671,49.56,-18.66,-0.753026634,6.12
Richmond,12/25/2020,-72,-0.147843943,-13.29,-0.295202132,31.73,-50.14,-0.46050698,58.74,-53.03,-0.493348218,54.46,-18.66,-0.753026634,6.12
Suffolk,12/25/2020,-60,-0.045112782,-12.15,-0.220148578,43.04,-55.57,-0.535408035,48.22,-92.27,-0.6055654,60.1,-18.66,-0.753026634,6.12
Westchester,12/25/2020,137,0.237435009,-17.47,-0.339685009,33.96,-44.4,-0.470937633,49.88,-60.61,-0.547021661,50.19,-18.66,-0.753026634,6.12
Albany,12/29/2020,-19,-0.075697211,0.11,0.001756347,62.74,3.06,0.031478243,100.27,3.81,0.034620627,113.86,-5.87,-0.311240721,12.99
Bronx,12/29/2020,312,1.583756345,-1.27,-0.019060483,65.36,3.11,0.030156114,106.24,-1.65,-0.015912817,102.04,-5.87,-0.311240721,12.99
Erie,12/29/2020,-6,-0.015463918,-0.33,-0.006734694,48.67,3.64,0.037841771,99.83,-1.73,-0.013896699,122.76,-5.87,-0.311240721,12.99
Kings,12/29/2020,481,1.105747126,0.4,0.006754475,59.62,2.19,0.021258008,105.21,0.14,0.001687967,83.08,-5.87,-0.311240721,12.99
Monroe,12/29/2020,-82,-0.151851852,-8.83,-0.163639733,45.13,4.44,0.043499559,106.51,3.5,0.033760972,107.17,-5.87,-0.311240721,12.99
Nassau,12/29/2020,-20,-0.02002002,-6.04,-0.095584744,57.15,2.73,0.024861124,112.54,2.16,0.016202835,135.47,-5.87,-0.311240721,12.99
New York,12/29/2020,215,1.0591133,-0.76,-0.022048158,33.71,-0.25,-0.004175714,59.62,-4.55,-0.098784195,41.51,-5.87,-0.311240721,12.99
Onondaga,12/29/2020,-125,-0.299043062,2.79,0.054845685,53.66,3.28,0.032254892,104.97,14.75,0.199918677,88.53,-5.87,-0.311240721,12.99
Queens,12/29/2020,630,1.555555556,-2.6,-0.045454545,54.6,2.97,0.030470914,100.44,-2.41,-0.025778158,91.08,-5.87,-0.311240721,12.99
Richmond,12/29/2020,264,1.833333333,1.73,0.028737542,61.93,3.38,0.031556344,110.49,-6.98,-0.057415481,114.59,-5.87,-0.311240721,12.99
Suffolk,12/29/2020,175,0.168756027,0.7,0.0110011,64.33,4.7,0.041471808,118.03,5.82,0.035045463,171.89,-5.87,-0.311240721,12.99
Westchester,12/29/2020,-8,-0.014519056,-3.92,-0.063225806,58.08,3.13,0.030113527,107.07,-4.28,-0.035830892,115.17,-5.87,-0.311240721,12.99
Albany,12/30/2020,-11,-0.047413793,-5.18,-0.082562958,57.56,6.94,0.069213125,107.21,3.94,0.0346039,117.8,18.57,1.429561201,31.56
Bronx,12/30/2020,189,0.371316306,-1.97,-0.030140759,63.39,4.73,0.044521837,110.97,3.32,0.03253626,105.36,18.57,1.429561201,31.56
Erie,12/30/2020,-53,-0.138743455,-5.71,-0.117320731,42.96,4.22,0.042271862,104.05,11.37,0.092619746,134.13,18.57,1.429561201,31.56
Kings,12/30/2020,374,0.408296943,0.35,0.005870513,59.97,7.54,0.071666191,112.75,5.05,0.060784786,88.13,18.57,1.429561201,31.56
Monroe,12/30/2020,144,0.31441048,2.76,0.061156659,47.89,4.55,0.042718994,111.06,11.64,0.108612485,118.81,18.57,1.429561201,31.56
Nassau,12/30/2020,294,0.300306435,1.07,0.01872266,58.22,2.4,0.021325751,114.94,1.07,0.007898428,136.54,18.57,1.429561201,31.56
New York,12/30/2020,59,0.141148325,1.69,0.050133492,35.4,4.29,0.07195572,63.91,4.72,0.11370754,46.23,18.57,1.429561201,31.56
Onondaga,12/30/2020,87,0.296928328,0.96,0.017890421,54.62,5.61,0.053443841,110.58,-8.94,-0.100982718,79.59,18.57,1.429561201,31.56
Queens,12/30/2020,250,0.241545894,-1.51,-0.027655678,53.09,3.53,0.03514536,103.97,3.27,0.035902503,94.35,18.57,1.429561201,31.56
Richmond,12/30/2020,49,0.120098039,-1.41,-0.022767641,60.52,4.95,0.044800434,115.44,6.06,0.052884196,120.65,18.57,1.429561201,31.56
Suffolk,12/30/2020,438,0.361386139,2.54,0.039483911,66.87,2.58,0.021858849,120.61,-0.18,-0.001047181,171.71,18.57,1.429561201,31.56
Westchester,12/30/2020,228,0.419889503,-0.99,-0.017045455,57.09,3.36,0.031381339,110.43,4.49,0.038985847,119.66,18.57,1.429561201,31.56
Albany,12/31/2020,31,0.140271493,4.36,0.075747047,61.92,-3.12,-0.029101763,104.09,25.11,0.213157895,142.91,23.22,0.735741445,54.78
Bronx,12/31/2020,98,0.140401146,-10.9,-0.171951412,52.49,-1.1,-0.009912589,109.87,4.34,0.041192103,109.7,23.22,0.735741445,54.78
Erie,12/31/2020,338,1.027355623,-0.16,-0.003724395,42.8,0.67,0.006439212,104.72,14.44,0.107656751,148.57,23.22,0.735741445,54.78
Kings,12/31/2020,68,0.052713178,-7.78,-0.129731532,52.19,-5.07,-0.044966741,107.68,-0.87,-0.00987178,87.26,23.22,0.735741445,54.78
Monroe,12/31/2020,93,0.15448505,-5.13,-0.107120484,42.76,0.93,0.008373852,111.99,11.3,0.095109839,130.11,23.22,0.735741445,54.78
Nassau,12/31/2020,335,0.263157895,-11.65,-0.200103057,46.57,-12.63,-0.109883417,102.31,-7.1,-0.051999414,129.44,23.22,0.735741445,54.78
New York,12/31/2020,184,0.385744235,-3.94,-0.111299435,31.46,-5.85,-0.091534971,58.06,-2.36,-0.051049102,43.87,23.22,0.735741445,54.78
Onondaga,12/31/2020,108,0.284210526,-6.16,-0.112779202,48.46,-0.37,-0.003345994,110.21,4.65,0.058424425,84.24,23.22,0.735741445,54.78
Queens,12/31/2020,48,0.037354086,-8.74,-0.164626107,44.35,-7.33,-0.070501106,96.64,-0.27,-0.002861685,94.08,23.22,0.735741445,54.78
Richmond,12/31/2020,-26,-0.056892779,-13.72,-0.226701917,46.8,-9.79,-0.08480596,105.65,-8.62,-0.071446332,112.03,23.22,0.735741445,54.78
Suffolk,12/31/2020,366,0.221818182,-8.57,-0.128159115,58.3,-13.45,-0.111516458,107.16,-12.29,-0.071574166,159.42,23.22,0.735741445,54.78
Westchester,12/31/2020,188,0.24383917,-6.87,-0.120336311,50.22,-11.96,-0.108303903,98.47,-3.53,-0.029500251,116.13,23.22,0.735741445,54.78
Albany,1/1/2021,80,0.317460317,-13.89,-0.224321705,48.03,-38.18,-0.366797963,65.91,-65.06,-0.455251557,77.85,-35.73,-0.652245345,19.05
Bronx,1/1/2021,324,0.407035176,-11.96,-0.227852924,40.53,-33.2,-0.302175298,76.67,-34.7,-0.316317229,75,-35.73,-0.652245345,19.05
Erie,1/1/2021,69,0.103448276,-2.6,-0.060747664,40.2,-36.73,-0.350744843,67.99,-53.95,-0.363128492,94.62,-35.73,-0.652245345,19.05
Kings,1/1/2021,262,0.192930781,-14.31,-0.274190458,37.88,-33.87,-0.314543091,73.81,-29.98,-0.343570937,57.28,-35.73,-0.652245345,19.05
Monroe,1/1/2021,143,0.205755396,-6.46,-0.151075772,36.3,-37.72,-0.336815787,74.27,-48.34,-0.371531781,81.77,-35.73,-0.652245345,19.05
Nassau,1/1/2021,-52,-0.032338308,-5.56,-0.119390165,41.01,-37.96,-0.371029225,64.35,-55.27,-0.426993201,74.17,-35.73,-0.652245345,19.05
New York,1/1/2021,73,0.110438729,-8.17,-0.259694851,23.29,-13.15,-0.226489838,44.91,-10.84,-0.247093686,33.03,-35.73,-0.652245345,19.05
Onondaga,1/1/2021,-126,-0.258196721,-4.82,-0.099463475,43.64,-36.44,-0.330641503,73.77,-31.34,-0.372032289,52.9,-35.73,-0.652245345,19.05
Queens,1/1/2021,398,0.298574644,-9.96,-0.224577227,34.39,-31.23,-0.323158113,65.41,-33.03,-0.351084184,61.05,-35.73,-0.652245345,19.05
Richmond,1/1/2021,193,0.447795824,-7.55,-0.161324786,39.25,-33.47,-0.316800757,72.18,-37.27,-0.332678747,74.76,-35.73,-0.652245345,19.05
Suffolk,1/1/2021,-142,-0.070436508,-4.55,-0.078044597,53.75,-34.82,-0.324934677,72.34,-55.34,-0.347133358,104.08,-35.73,-0.652245345,19.05
Westchester,1/1/2021,-6,-0.006256517,-5.68,-0.11310235,44.54,-34.43,-0.349649639,64.04,-42.84,-0.368896926,73.29,-35.73,-0.652245345,19.05
Albany,1/5/2021,71,0.377659574,-2.94,-0.041113131,68.57,5.17,0.05775891,94.68,2.65,0.02408653,112.67,-1.01,-0.06026253,15.75
Bronx,1/5/2021,253,0.37704918,-2.57,-0.040529885,60.84,5.17,0.054255431,100.46,0.6,0.006055713,99.68,-1.01,-0.06026253,15.75
Erie,1/5/2021,-135,-0.265225933,2.06,0.040234375,53.26,5.58,0.059781444,98.92,5.84,0.048240542,126.9,-1.01,-0.06026253,15.75
Kings,1/5/2021,397,0.395418327,-0.04,-0.000700403,57.07,3.51,0.036661792,99.25,1.52,0.019247816,80.49,-1.01,-0.06026253,15.75
Monroe,1/5/2021,-33,-0.06875,1.85,0.040331371,47.72,6.94,0.069636765,106.6,10.31,0.098153085,115.35,-1.01,-0.06026253,15.75
Nassau,1/5/2021,202,0.188608777,2.96,0.052612869,59.22,5.23,0.054056848,101.98,2.53,0.02166838,119.29,-1.01,-0.06026253,15.75
New York,1/5/2021,310,0.696629213,-0.97,-0.031865966,29.47,1.99,0.041824296,49.57,-0.72,-0.02208589,31.88,-1.01,-0.06026253,15.75
Onondaga,1/5/2021,-301,-0.621900826,-0.87,-0.013378441,64.16,3.96,0.03929741,104.73,5.43,0.076857749,76.08,-1.01,-0.06026253,15.75
Queens,1/5/2021,383,0.30987055,-1.16,-0.022074215,51.39,1.07,0.011869107,91.22,-4.58,-0.050888889,85.42,-1.01,-0.06026253,15.75
Richmond,1/5/2021,235,0.583126551,0.6,0.009965122,60.81,4.29,0.042784482,104.56,-1.84,-0.016126205,112.26,-1.01,-0.06026253,15.75
Suffolk,1/5/2021,322,0.261363636,6.5,0.110694823,65.22,4.75,0.045602919,108.91,-2.81,-0.01852218,148.9,-1.01,-0.06026253,15.75
Westchester,1/5/2021,75,0.137867647,-0.59,-0.00998815,58.48,5.26,0.05780855,96.25,1.08,0.009846827,110.76,-1.01,-0.06026253,15.75
Albany,1/6/2021,1,0.003861004,-3.71,-0.054105294,64.86,-3.17,-0.0334812,91.51,-2.3,-0.020413597,110.37,0.86,0.054603175,16.61
Bronx,1/6/2021,-87,-0.094155844,0.06,0.000986193,60.9,0.7,0.006967947,101.16,-0.48,-0.004815409,99.2,0.86,0.054603175,16.61
Erie,1/6/2021,426,1.139037433,-10.44,-0.196019527,42.82,-1.6,-0.016174687,97.32,-0.93,-0.007328605,125.97,0.86,0.054603175,16.61
Kings,1/6/2021,21,0.014989293,-1.97,-0.034519012,55.1,-0.14,-0.001410579,99.11,-0.94,-0.011678469,79.55,0.86,0.054603175,16.61
Monroe,1/6/2021,178,0.398210291,-5.39,-0.112950545,42.33,-3.7,-0.034709193,102.9,-4.7,-0.040745557,110.65,0.86,0.054603175,16.61
Nassau,1/6/2021,460,0.361351139,-7.22,-0.121918271,52,-2.71,-0.026573838,99.27,1.7,0.014250985,120.99,0.86,0.054603175,16.61
New York,1/6/2021,-163,-0.21589404,-0.77,-0.026128266,28.7,-0.69,-0.01391971,48.88,-0.79,-0.024780427,31.09,0.86,0.054603175,16.61
Onondaga,1/6/2021,284,1.551912568,-17.05,-0.265741895,47.11,-4.53,-0.043254082,100.2,1.05,0.013801262,77.13,0.86,0.054603175,16.61
Queens,1/6/2021,-32,-0.019765287,-1,-0.019459039,50.39,-0.3,-0.003288752,90.92,0.1,0.001170686,85.52,0.86,0.054603175,16.61
Richmond,1/6/2021,-75,-0.117554859,-4.25,-0.069889821,56.56,-3.86,-0.036916603,100.7,-8.78,-0.078211295,103.48,0.86,0.054603175,16.61
Suffolk,1/6/2021,488,0.314028314,-12.74,-0.195338853,52.48,-3.58,-0.032871178,105.33,-4.16,-0.027938214,144.74,0.86,0.054603175,16.61
Westchester,1/6/2021,157,0.253634895,-1.32,-0.022571819,57.16,-1.35,-0.014025974,94.9,-1.5,-0.013542795,109.26,0.86,0.054603175,16.61
Albany,1/7/2021,38,0.146153846,0.65,0.010021585,65.51,2.33,0.025461698,93.84,-4.48,-0.04059074,105.89,0.7,0.042143287,17.31
Bronx,1/7/2021,361,0.43130227,2.34,0.038423645,63.24,5.16,0.051008304,106.32,1.88,0.018951613,101.08,0.7,0.042143287,17.31
Erie,1/7/2021,-339,-0.42375,3.09,0.072162541,45.91,-0.05,-0.000513769,97.27,2.75,0.021830595,128.72,0.7,0.042143287,17.31
Kings,1/7/2021,368,0.258790436,1.01,0.018330309,56.11,-0.12,-0.001210776,98.99,0.86,0.010810811,80.41,0.7,0.042143287,17.31
Monroe,1/7/2021,98,0.1568,-1.59,-0.037562013,40.74,-0.09,-0.000874636,102.81,-4.25,-0.038409399,106.4,0.7,0.042143287,17.31
Nassau,1/7/2021,-99,-0.05712637,0.93,0.017884615,52.93,1.75,0.017628689,101.02,-1.38,-0.011405901,119.61,0.7,0.042143287,17.31
New York,1/7/2021,314,0.530405405,1.27,0.044250871,29.97,1.69,0.034574468,50.57,1.86,0.059826311,32.95,0.7,0.042143287,17.31
Onondaga,1/7/2021,-50,-0.107066381,-0.48,-0.01018892,46.63,-0.13,-0.001297405,100.07,4.12,0.05341631,81.25,0.7,0.042143287,17.31
Queens,1/7/2021,208,0.131064902,-0.98,-0.019448303,49.41,0.78,0.008578971,91.7,-1.45,-0.016955098,84.07,0.7,0.042143287,17.31
Richmond,1/7/2021,85,0.150976909,2.2,0.038896747,58.76,1.43,0.014200596,102.13,5.2,0.050251256,108.68,0.7,0.042143287,17.31
Suffolk,1/7/2021,152,0.074436827,5.01,0.095464939,57.49,0.17,0.001613975,105.5,-1.89,-0.013057897,142.85,0.7,0.042143287,17.31
Westchester,1/7/2021,243,0.31314433,-0.01,-0.000174948,57.15,0.72,0.007586934,95.62,-0.56,-0.005125389,108.7,0.7,0.042143287,17.31
Albany,1/8/2021,-11,-0.036912752,7.65,0.116776065,73.16,11.58,0.123401535,105.42,13.9,0.131268297,119.79,4.2,0.242634315,21.51
Bronx,1/8/2021,86,0.071786311,1.84,0.029095509,65.08,7.81,0.073457487,114.13,7.57,0.074891175,108.65,4.2,0.242634315,21.51
Erie,1/8/2021,571,1.238611714,2.87,0.062513614,48.78,12.03,0.123676365,109.3,14.29,0.111016159,143.01,4.2,0.242634315,21.51
Kings,1/8/2021,174,0.097206704,4.36,0.077704509,60.47,10.51,0.106172341,109.5,7.63,0.094888695,88.04,4.2,0.242634315,21.51
Monroe,1/8/2021,73,0.100968188,8.96,0.219931271,49.7,14.24,0.138507927,117.05,16.06,0.15093985,122.46,4.2,0.242634315,21.51
Nassau,1/8/2021,59,0.036107711,3.92,0.074060079,56.85,10.77,0.106612552,111.79,9.97,0.083354235,129.58,4.2,0.242634315,21.51
New York,1/8/2021,197,0.217439294,3.55,0.118451785,33.52,6.44,0.12734823,57.01,4.66,0.141426404,37.61,4.2,0.242634315,21.51
Onondaga,1/8/2021,135,0.323741007,1.06,0.022732147,47.69,13.82,0.138103328,113.89,1.11,0.013661538,82.36,4.2,0.242634315,21.51
Queens,1/8/2021,343,0.191086351,2.3,0.046549282,51.71,7.8,0.085059978,99.5,7.42,0.088259784,91.49,4.2,0.242634315,21.51
Richmond,1/8/2021,-127,-0.195987654,1.64,0.027910143,60.4,10.98,0.107510036,113.11,6.49,0.059716599,115.17,4.2,0.242634315,21.51
Suffolk,1/8/2021,-240,-0.109389243,2.86,0.049747782,60.35,11.86,0.112417062,117.36,12.29,0.086034302,155.14,4.2,0.242634315,21.51
Westchester,1/8/2021,-106,-0.104023553,1.11,0.019422572,58.26,11.36,0.118803598,106.98,14.23,0.130910764,122.93,4.2,0.242634315,21.51
Albany,1/12/2021,137,0.637209302,1.41,0.021918234,65.74,0.84,0.009202454,92.12,5.2,0.048858405,111.63,1.54,0.113737075,15.08
Bronx,1/12/2021,-94,-0.082673703,2.12,0.034527687,63.52,5.64,0.057381219,103.93,3.39,0.034163056,102.62,1.54,0.113737075,15.08
Erie,1/12/2021,195,0.549295775,-0.16,-0.003155196,50.55,2.6,0.028415301,94.1,1.28,0.010780763,120.01,1.54,0.113737075,15.08
Kings,1/12/2021,38,0.023602484,1.66,0.029261414,58.39,6.53,0.069027484,101.13,5.32,0.067684478,83.92,1.54,0.113737075,15.08
Monroe,1/12/2021,64,0.16,-3.92,-0.085626911,41.86,6.32,0.065027266,103.51,-0.21,-0.001996577,104.97,1.54,0.113737075,15.08
Nassau,1/12/2021,-75,-0.050200803,-1.3,-0.022827041,55.65,5.48,0.057928118,100.08,8.63,0.080011126,116.49,1.54,0.113737075,15.08
New York,1/12/2021,-211,-0.234444444,1.89,0.065217391,30.87,3.06,0.063816475,51.01,2.5,0.082891247,32.66,1.54,0.113737075,15.08
Onondaga,1/12/2021,-49,-0.158576052,0.48,0.008976996,53.95,2.28,0.023658815,98.65,0.05,0.000702149,71.26,1.54,0.113737075,15.08
Queens,1/12/2021,-37,-0.022519781,3.48,0.066666667,55.68,2.69,0.03003573,92.25,5,0.059894586,88.48,1.54,0.113737075,15.08
Richmond,1/12/2021,126,0.272138229,0.33,0.005607477,59.18,6.95,0.07196852,103.52,16.23,0.177726675,107.55,1.54,0.113737075,15.08
Suffolk,1/12/2021,121,0.078266494,0.93,0.014968614,63.06,5.3,0.053839902,103.74,9.27,0.073805732,134.87,1.54,0.113737075,15.08
Westchester,1/12/2021,69,0.085927771,-0.05,-0.000890155,56.12,3.48,0.038491317,93.89,5.07,0.049009183,108.52,1.54,0.113737075,15.08
Albany,1/13/2021,-141,-0.400568182,3.36,0.051110435,69.1,2.05,0.022253582,94.17,-4.16,-0.037265968,107.47,1.11,0.073607427,16.19
Bronx,1/13/2021,-13,-0.012464046,-0.23,-0.003620907,63.29,-2.21,-0.021264313,101.72,-2.16,-0.021048529,100.46,1.11,0.073607427,16.19
Erie,1/13/2021,-22,-0.04,0.87,0.017210682,51.42,3.25,0.034537726,97.35,8.72,0.072660612,128.73,1.11,0.073607427,16.19
Kings,1/13/2021,187,0.113470874,-0.02,-0.000342524,58.37,-1.7,-0.016810046,99.43,-0.94,-0.011201144,82.98,1.11,0.073607427,16.19
Monroe,1/13/2021,23,0.049568966,1.81,0.043239369,43.67,1.09,0.010530384,104.6,3.88,0.036962942,108.85,1.11,0.073607427,16.19
Nassau,1/13/2021,38,0.026779422,1.76,0.031626235,57.41,-0.21,-0.002098321,99.87,1.88,0.016138724,118.37,1.11,0.073607427,16.19
Onondaga,1/13/2021,-31,-0.119230769,-4.34,-0.080444856,49.61,3.71,0.037607704,102.36,8.18,0.114790907,79.44,1.11,0.073607427,16.19
Queens,1/13/2021,276,0.171855542,-3.19,-0.057291667,52.49,-0.63,-0.006829268,91.62,-2.07,-0.023395118,86.41,1.11,0.073607427,16.19
Richmond,1/13/2021,-77,-0.130730051,0.36,0.006083136,59.54,-0.36,-0.003477589,103.16,-3.7,-0.034402603,103.85,1.11,0.073607427,16.19
Suffolk,1/13/2021,6,0.00359928,-6.43,-0.101966381,56.63,0.31,0.00298824,104.05,3.68,0.027285534,138.55,1.11,0.073607427,16.19
Westchester,1/13/2021,-132,-0.151376147,1.04,0.018531718,57.16,1.41,0.015017574,95.3,0.47,0.004330999,108.99,1.11,0.073607427,16.19
Albany,1/14/2021,45,0.213270142,-1.77,-0.025615051,67.33,0.73,0.007751938,94.9,-0.1,-0.000930492,107.37,4.11,0.253860408,20.3
Bronx,1/14/2021,50,0.048543689,0.21,0.00331806,63.5,0.06,0.000589855,101.78,1.74,0.017320326,102.2,4.11,0.253860408,20.3
Erie,1/14/2021,-32,-0.060606061,-4.1,-0.079735511,47.32,3.49,0.035850026,100.84,4.1,0.031849608,132.83,4.11,0.253860408,20.3
Kings,1/14/2021,-41,-0.022343324,0.75,0.012849066,59.12,4.99,0.050186061,104.42,4.21,0.050735117,87.19,4.11,0.253860408,20.3
Monroe,1/14/2021,-54,-0.110882957,-1.51,-0.034577513,42.16,0.47,0.004493308,105.07,-3.05,-0.028020211,105.8,4.11,0.253860408,20.3
Nassau,1/14/2021,-285,-0.195607412,-0.25,-0.004354642,57.16,3.06,0.030639832,102.93,-2.93,-0.024752893,115.44,4.11,0.253860408,20.3
New York,1/14/2021,137,0.198838897,2.11,0.069798214,32.34,2.63,0.052411319,52.81,3.09,0.095340944,35.5,4.11,0.253860408,20.3
Onondaga,1/14/2021,68,0.296943231,-1.63,-0.032856279,47.98,1.13,0.011039469,103.49,-5.12,-0.064451158,74.32,4.11,0.253860408,20.3
Queens,1/14/2021,-201,-0.106801275,1.95,0.037149933,54.44,2.71,0.029578695,94.33,2.43,0.028121745,88.84,4.11,0.253860408,20.3
Richmond,1/14/2021,-12,-0.0234375,1.71,0.028720188,61.25,0.82,0.007948817,103.98,5.59,0.053827636,109.44,4.11,0.253860408,20.3
Suffolk,1/14/2021,-86,-0.051404662,1.82,0.032138443,58.45,1.35,0.012974531,105.4,-0.48,-0.003464453,138.07,4.11,0.253860408,20.3
Westchester,1/14/2021,-17,-0.022972973,0.38,0.006648006,57.54,1.37,0.014375656,96.67,-0.01,-9.18E-05,108.98,4.11,0.253860408,20.3
Albany,1/15/2021,34,0.1328125,-3.7,-0.054953216,63.63,12.56,0.132349842,107.46,23.92,0.222781038,131.29,5.38,0.265024631,25.68
Bronx,1/15/2021,305,0.282407407,0.94,0.01480315,64.44,16.28,0.159952839,118.06,6.15,0.060176125,108.35,5.38,0.265024631,25.68
Erie,1/15/2021,253,0.510080645,4.8,0.101437025,52.12,12.73,0.126239587,113.57,21.63,0.16283972,154.46,5.38,0.265024631,25.68
Kings,1/15/2021,324,0.180602007,3.41,0.057679296,62.53,7.76,0.074315265,112.18,5.4,0.061933708,92.59,5.38,0.265024631,25.68
Monroe,1/15/2021,264,0.609699769,6.12,0.14516129,48.28,15.76,0.149995241,120.83,21.12,0.199621928,126.92,5.38,0.265024631,25.68
Nassau,1/15/2021,686,0.585324232,3.39,0.059307208,60.55,14.31,0.139026523,117.24,17.56,0.152113652,133,5.38,0.265024631,25.68
New York,1/15/2021,201,0.243341404,3.15,0.097402597,35.49,9.69,0.183487976,62.5,5.3,0.149295775,40.8,5.38,0.265024631,25.68
Onondaga,1/15/2021,95,0.31986532,12.33,0.256982076,60.31,13.37,0.129191226,116.86,8.05,0.108315393,82.37,5.38,0.265024631,25.68
Queens,1/15/2021,440,0.261748959,0.03,0.000551065,54.47,9.56,0.101346337,103.89,5.98,0.067312022,94.82,5.38,0.265024631,25.68
Richmond,1/15/2021,99,0.198,0.12,0.001959184,61.37,18.25,0.175514522,122.23,7.32,0.066885965,116.76,5.38,0.265024631,25.68
Suffolk,1/15/2021,594,0.374291115,6.33,0.10829769,64.78,13.53,0.128368121,118.93,23.36,0.169189542,161.43,5.38,0.265024631,25.68
Westchester,1/15/2021,390,0.539419087,3.7,0.064303094,61.24,13.81,0.142857143,110.48,13.41,0.123050101,122.39,5.38,0.265024631,25.68
Albany,1/19/2021,-12,-0.064171123,-8.01,-0.115818392,61.15,-3.02,-0.032233963,90.67,6.14,0.062341354,104.63,-10.58,-0.380301941,17.24
Bronx,1/19/2021,-228,-0.174578867,4.74,0.079784548,64.15,4.83,0.050799327,99.91,6.12,0.068189415,95.87,-10.58,-0.380301941,17.24
Erie,1/19/2021,176,0.526946108,-4.39,-0.08153789,49.45,-1.71,-0.018349608,91.48,-2.87,-0.023141429,121.15,-10.58,-0.380301941,17.24
Kings,1/19/2021,-196,-0.104981253,0.02,0.00034089,58.69,-0.63,-0.006441059,97.18,-6.37,-0.075091359,78.46,-10.58,-0.380301941,17.24
Monroe,1/19/2021,-37,-0.106321839,-5.64,-0.116408669,42.81,0.89,0.008988991,99.9,4.22,0.041994228,104.71,-10.58,-0.380301941,17.24
Nassau,1/19/2021,47,0.042342342,-2.16,-0.036168788,57.56,-0.61,-0.006220681,97.45,-4.95,-0.043269231,109.45,-10.58,-0.380301941,17.24
New York,1/19/2021,-221,-0.254901961,-2.15,-0.066522277,30.17,-2.57,-0.049413574,49.44,-6.61,-0.175704413,31.01,-10.58,-0.380301941,17.24
Onondaga,1/19/2021,-39,-0.129139073,-4.91,-0.082604307,54.53,-3.47,-0.035357652,94.67,1.15,0.016744321,69.83,-10.58,-0.380301941,17.24
Queens,1/19/2021,-138,-0.073365231,-0.55,-0.010440395,52.13,1.18,0.013240575,90.3,-1.71,-0.020203214,82.93,-10.58,-0.380301941,17.24
Richmond,1/19/2021,-108,-0.204933586,-0.06,-0.000991736,60.44,-5.23,-0.050507001,98.32,-4.01,-0.039928308,96.42,-10.58,-0.380301941,17.24
Suffolk,1/19/2021,-69,-0.050660793,-7.92,-0.120842234,57.62,-3.42,-0.032509506,101.78,-8.01,-0.057230637,131.95,-10.58,-0.380301941,17.24
Westchester,1/19/2021,-112,-0.157303371,-5.37,-0.08444724,58.22,-4.09,-0.042693111,91.71,-1.05,-0.009814919,105.93,-10.58,-0.380301941,17.24
Albany,1/20/2021,3,0.017142857,14.42,0.235813573,75.57,0.92,0.010146686,91.59,-1.01,-0.009653063,103.62,-1.16,-0.067285383,16.08
Bronx,1/20/2021,-376,-0.348794063,-1.26,-0.019641465,62.89,0.26,0.002602342,100.17,0.07,0.000730155,95.94,-1.16,-0.067285383,16.08
Erie,1/20/2021,-265,-0.519607843,1.59,0.032153691,51.04,3.92,0.042850896,95.4,0.83,0.006851011,121.98,-1.16,-0.067285383,16.08
Kings,1/20/2021,-307,-0.183722322,-2.76,-0.047026751,55.93,0.79,0.008129245,97.97,-0.88,-0.011215906,77.58,-1.16,-0.067285383,16.08
Monroe,1/20/2021,2,0.006430868,5.42,0.126605933,48.23,4,0.04004004,103.9,6.18,0.059020151,110.89,-1.16,-0.067285383,16.08
Nassau,1/20/2021,-61,-0.052722558,-2.68,-0.046560111,54.88,-2.08,-0.021344279,95.37,-0.15,-0.001370489,109.3,-1.16,-0.067285383,16.08
New York,1/20/2021,-65,-0.100619195,-1.5,-0.049718263,28.67,-1.53,-0.030946602,47.91,-1.51,-0.04869397,29.5,-1.16,-0.067285383,16.08
Onondaga,1/20/2021,-70,-0.266159696,-1.06,-0.019438841,53.47,1.44,0.015210732,96.11,8.53,0.122153802,78.36,-1.16,-0.067285383,16.08
Queens,1/20/2021,-408,-0.234079174,-2.09,-0.040092077,50.04,-1.63,-0.018050941,88.67,-0.98,-0.011817195,81.95,-1.16,-0.067285383,16.08
Richmond,1/20/2021,-59,-0.140811456,-1.12,-0.018530774,59.32,1.73,0.017595606,100.05,7.96,0.082555486,104.38,-1.16,-0.067285383,16.08
Suffolk,1/20/2021,-69,-0.053364269,-2.43,-0.042172857,55.19,-2.62,-0.025741796,99.16,-1.49,-0.011292156,130.46,-1.16,-0.067285383,16.08
Westchester,1/20/2021,103,0.171666667,-5.38,-0.092408107,52.84,-1.67,-0.018209574,90.04,-2.46,-0.023222883,103.47,-1.16,-0.067285383,16.08
Albany,1/21/2021,89,0.5,-13.59,-0.179833267,61.98,1.63,0.017796703,93.22,5.55,0.053561089,109.17,2.86,0.177860697,18.94
Bronx,1/21/2021,222,0.316239316,1.57,0.024964223,64.46,2.31,0.023060797,102.48,2.67,0.027829894,98.61,2.86,0.177860697,18.94
