County,SecondDate,Cases_Change,Cases_Change%,Cases_Level_x,Transit_Change,Transit_Change%,Transit_Level,Cases_Level_y,Driving_Change,Driving_Change%,Driving_Level,Cases_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
2800,Richmond,2021-05-14,10,0.14705882352941177,78,8.019999999999996,0.08689998916458982,100.31,78,17.680000000000007,0.12097988230463945,163.82,78,14.780000000000001,0.09727524022640517,166.72,9.669999999999995,0.18769409937888187,61.19
2801,Suffolk,2021-05-14,11,0.08943089430894309,134,12.179999999999993,0.12417167907024154,110.27,134,20.110000000000014,0.13620969926849102,167.75,134,32.27000000000001,0.15992665279016757,234.05,9.669999999999995,0.18769409937888187,61.19
2802,Westchester,2021-05-14,-19,-0.24050632911392406,60,15.480000000000004,0.18282744773827805,100.15,60,22.539999999999992,0.1621582733812949,161.54,60,27.710000000000008,0.1857861213543413,176.86,9.669999999999995,0.18769409937888187,61.19
2803,Albany,2021-05-18,1,0.1,11,3.240000000000009,0.035402097902098,94.76,11,7.110000000000014,0.05396584440227714,138.86,11,18.650000000000006,0.11346352740767783,183.02,4.479999999999997,0.11783271962125189,42.5
2804,Bronx,2021-05-18,23,0.24468085106382978,117,6.560000000000002,0.07744982290436839,91.26,117,12.819999999999993,0.10161699429296127,138.98,117,7.799999999999983,0.059392370364729934,139.13,4.479999999999997,0.11783271962125189,42.5
2805,Erie,2021-05-18,-20,-0.273972602739726,53,-1.0499999999999972,-0.013027295285359767,79.55,53,8.599999999999994,0.06284252831567405,145.45,53,3.009999999999991,0.01555314421536708,196.54,4.479999999999997,0.11783271962125189,42.5
2806,Kings,2021-05-18,67,0.366120218579235,250,6.11999999999999,0.06982316029663423,93.77,250,6.469999999999999,0.05335202440834501,127.74,250,7.97999999999999,0.06771894093686345,125.82,4.479999999999997,0.11783271962125189,42.5
2807,Monroe,2021-05-18,-4,-0.03305785123966942,117,-8.399999999999991,-0.10227687812005347,73.73,117,8.399999999999977,0.05884825556956688,151.14,117,5.219999999999999,0.031128868745900165,172.91,4.479999999999997,0.11783271962125189,42.5
2808,Nassau,2021-05-18,-10,-0.12658227848101267,69,-0.6199999999999903,-0.0073748067086950204,83.45,69,8.879999999999995,0.06933708128367295,136.95,69,11.900000000000006,0.08300202273836929,155.27,4.479999999999997,0.11783271962125189,42.5
2809,New York,2021-05-18,-14,-0.25,42,4.580000000000005,0.07472670908794266,65.87,42,8.099999999999994,0.10111097241293215,88.21,42,5.799999999999997,0.08083623693379786,77.55,4.479999999999997,0.11783271962125189,42.5
2810,Onondaga,2021-05-18,-8,-0.23529411764705882,26,-0.19000000000001194,-0.002116048557745984,89.6,26,7.170000000000016,0.050224152423648194,149.93,26,10.590000000000003,0.09441868758915838,122.75,4.479999999999997,0.11783271962125189,42.5
2811,Queens,2021-05-18,241,1.3463687150837989,420,3.3800000000000097,0.042092154420921665,83.68,420,5.290000000000006,0.043679299810090055,126.4,420,3.8700000000000045,0.03133095854922283,127.39,4.479999999999997,0.11783271962125189,42.5
2812,Richmond,2021-05-18,26,0.5909090909090909,70,0.3500000000000085,0.0039110515141357535,89.84,70,8.360000000000014,0.06535845516378715,136.27,70,9.780000000000001,0.07246591582691168,144.74,4.479999999999997,0.11783271962125189,42.5
2813,Suffolk,2021-05-18,-18,-0.20930232558139536,68,6.690000000000012,0.0732588699080159,98.01,68,8.310000000000002,0.06009980472987634,146.58,68,12.920000000000016,0.06741104038401344,204.58,4.479999999999997,0.11783271962125189,42.5
2814,Westchester,2021-05-18,-9,-0.2727272727272727,24,-1.4699999999999989,-0.016823071641107794,85.91,24,8.790000000000006,0.06936005681369846,135.52,24,5.390000000000015,0.03827581309473097,146.21,4.479999999999997,0.11783271962125189,42.5
2815,Albany,2021-05-19,3,0.2727272727272727,14,2.3599999999999994,0.02490502321654706,97.12,14,-0.8200000000000216,-0.005905228287483952,138.04,14,-12.670000000000016,-0.0692274068407825,170.35,8.219999999999999,0.19341176470588234,50.72
2816,Bronx,2021-05-19,-69,-0.5897435897435898,48,1.0,0.010957703265395573,92.26,48,4.350000000000023,0.031299467549287835,143.33,48,2.8100000000000023,0.020196938115431627,141.94,8.219999999999999,0.19341176470588234,50.72
2817,Erie,2021-05-19,25,0.4716981132075472,78,0.1599999999999966,0.002011313639220573,79.71,78,0.910000000000025,0.006256445513922483,146.36,78,8.830000000000013,0.04492724127404097,205.37,8.219999999999999,0.19341176470588234,50.72
2818,Kings,2021-05-19,-133,-0.532,117,6.900000000000006,0.07358430201557008,100.67,117,14.200000000000003,0.1111633004540473,141.94,117,10.689999999999998,0.08496264504848194,136.51,8.219999999999999,0.19341176470588234,50.72
2819,Monroe,2021-05-19,10,0.08547008547008547,127,0.46999999999999886,0.006374610063746085,74.2,127,2.7700000000000102,0.01832737858938739,153.91,127,8.629999999999995,0.049910357989705605,181.54,8.219999999999999,0.19341176470588234,50.72
2820,Nassau,2021-05-19,5,0.07246376811594203,74,7.349999999999994,0.08807669263031749,90.8,74,7.25,0.0529390288426433,144.2,74,5.679999999999978,0.03658143878405344,160.95,8.219999999999999,0.19341176470588234,50.72
2821,New York,2021-05-19,18,0.42857142857142855,60,3.759999999999991,0.05708213147107926,69.63,60,5.670000000000002,0.06427842648225827,93.88,60,4.210000000000008,0.05428755641521609,81.76,8.219999999999999,0.19341176470588234,50.72
2822,Onondaga,2021-05-19,46,1.7692307692307692,72,-0.28999999999999204,-0.003236607142857054,89.31,72,4.579999999999984,0.030547588874808136,154.51,72,4.3799999999999955,0.0356822810590631,127.13,8.219999999999999,0.19341176470588234,50.72
2823,Queens,2021-05-19,-305,-0.7261904761904762,115,2.469999999999999,0.029517208413001896,86.15,115,9.019999999999982,0.07136075949367074,135.42,115,1.8599999999999994,0.014600832090430955,129.25,8.219999999999999,0.19341176470588234,50.72
2824,Richmond,2021-05-19,-32,-0.45714285714285713,38,3.799999999999997,0.04229741763134458,93.64,38,6.139999999999986,0.045057606222939646,142.41,38,4.849999999999994,0.03350835981760394,149.59,8.219999999999999,0.19341176470588234,50.72
2825,Suffolk,2021-05-19,11,0.16176470588235295,79,-3.700000000000003,-0.03775124987246202,94.31,79,5.539999999999992,0.03779506071769676,152.12,79,2.9899999999999807,0.014615309414409916,207.57,8.219999999999999,0.19341176470588234,50.72
2826,Westchester,2021-05-19,22,0.9166666666666666,46,-0.7999999999999972,-0.009312070771737832,85.11,46,4.579999999999984,0.03379574970484049,140.1,46,8.129999999999995,0.05560495178168384,154.34,8.219999999999999,0.19341176470588234,50.72
2827,Albany,2021-05-20,-1,-0.07142857142857142,13,-7.180000000000007,-0.0739291598023065,89.94,13,2.680000000000007,0.019414662416690865,140.72,13,4.569999999999993,0.02682712063398881,174.92,7.240000000000002,0.1427444794952682,57.96
2828,Bronx,2021-05-20,85,1.7708333333333333,133,-0.0799999999999983,-0.0008671146759158713,92.18,133,1.329999999999984,0.009279285564780464,144.66,133,-2.6599999999999966,-0.018740312808228805,139.28,7.240000000000002,0.1427444794952682,57.96
2829,Erie,2021-05-20,10,0.1282051282051282,88,-2.9399999999999977,-0.036883703424915294,76.77,88,2.9099999999999966,0.01988248155233668,149.27,88,2.569999999999993,0.012513999123533102,207.94,7.240000000000002,0.1427444794952682,57.96
2830,Kings,2021-05-20,75,0.6410256410256411,192,0.010000000000005116,9.933445912392088e-05,100.68,192,3.2299999999999898,0.02275609412427779,145.17,192,-1.1799999999999784,-0.008644055380558043,135.33,7.240000000000002,0.1427444794952682,57.96
2831,Monroe,2021-05-20,52,0.4094488188976378,179,-3.4000000000000057,-0.04582210242587609,70.8,179,2.9399999999999977,0.019102072639854445,156.85,179,-2.8700000000000045,-0.01580918805772835,178.67,7.240000000000002,0.1427444794952682,57.96
2832,Nassau,2021-05-20,17,0.22972972972972974,91,3.049999999999997,0.03359030837004402,93.85,91,4.610000000000014,0.03196948682385585,148.81,91,6.0,0.037278657968313145,166.95,7.240000000000002,0.1427444794952682,57.96
2833,New York,2021-05-20,32,0.5333333333333333,92,3.2900000000000063,0.04724974867154971,72.92,92,4.829999999999998,0.05144865786109926,98.71,92,6.109999999999999,0.07473091976516633,87.87,7.240000000000002,0.1427444794952682,57.96
2834,Onondaga,2021-05-20,-15,-0.20833333333333334,57,14.25,0.15955660060463553,103.56,57,5.219999999999999,0.033784221086013845,159.73,57,6.759999999999991,0.05317391646346253,133.89,7.240000000000002,0.1427444794952682,57.96
2835,Queens,2021-05-20,52,0.45217391304347826,167,1.5899999999999892,0.01845618107951235,87.74,167,6.560000000000002,0.0484418845074583,141.98,167,1.4099999999999966,0.010909090909090882,130.66,7.240000000000002,0.1427444794952682,57.96
2836,Richmond,2021-05-20,12,0.3157894736842105,50,0.5100000000000051,0.00544639043143961,94.15,50,3.420000000000016,0.02401516747419434,145.83,50,-1.759999999999991,-0.011765492345744975,147.83,7.240000000000002,0.1427444794952682,57.96
2837,Suffolk,2021-05-20,6,0.0759493670886076,85,5.819999999999993,0.06171137737249489,100.13,85,1.9499999999999886,0.012818827241651252,154.07,85,-1.4799999999999898,-0.007130124777183552,206.09,7.240000000000002,0.1427444794952682,57.96
2838,Westchester,2021-05-20,5,0.10869565217391304,51,6.140000000000001,0.07214193396780638,91.25,51,5.760000000000019,0.04111349036402583,145.86,51,6.400000000000006,0.041466891278994465,160.74,7.240000000000002,0.1427444794952682,57.96
2839,Albany,2021-05-21,10,0.7692307692307693,23,3.1099999999999994,0.03457860796086279,93.05,23,16.99000000000001,0.12073621375781701,157.71,23,15.719999999999999,0.0898696546992911,190.64,11.440000000000005,0.1973775017253279,69.4
2840,Bronx,2021-05-21,-18,-0.13533834586466165,115,10.579999999999998,0.11477543935777823,102.76,115,25.00999999999999,0.1728881515277201,169.67,115,17.50999999999999,0.12571797817346347,156.79,11.440000000000005,0.1973775017253279,69.4
2841,Erie,2021-05-21,-7,-0.07954545454545454,81,6.299999999999997,0.08206330597889798,83.07,81,16.859999999999985,0.11294968848395515,166.13,81,41.78,0.20092334327209774,249.72,11.440000000000005,0.1973775017253279,69.4
2842,Kings,2021-05-21,14,0.07291666666666667,206,17.19999999999999,0.17083829956297167,117.88,206,21.230000000000018,0.14624233657091698,166.4,206,27.049999999999983,0.19988177048695766,162.38,11.440000000000005,0.1973775017253279,69.4
2843,Monroe,2021-05-21,-33,-0.18435754189944134,146,-0.3400000000000034,-0.004802259887005698,70.46,146,21.55000000000001,0.13739241313356718,178.4,146,30.57000000000002,0.17109755415010927,209.24,11.440000000000005,0.1973775017253279,69.4
2844,Nassau,2021-05-21,-8,-0.08791208791208792,83,10.850000000000009,0.11561001598295162,104.7,83,20.22999999999999,0.13594516497547202,169.04,83,23.620000000000005,0.14147948487571133,190.57,11.440000000000005,0.1973775017253279,69.4
2845,New York,2021-05-21,-25,-0.2717391304347826,67,18.629999999999995,0.2554854635216675,91.55,67,21.980000000000004,0.2226724749265526,120.69,67,27.22999999999999,0.3098896096506201,115.1,11.440000000000005,0.1973775017253279,69.4
2846,Onondaga,2021-05-21,-5,-0.08771929824561403,52,22.450000000000003,0.2167825415218231,126.01,52,27.409999999999997,0.17160207850748135,187.14,52,39.60000000000002,0.2957651803719473,173.49,11.440000000000005,0.1973775017253279,69.4
2847,Queens,2021-05-21,-2,-0.011976047904191617,165,13.27000000000001,0.15124230681559164,101.01,165,16.51000000000002,0.11628398365967052,158.49,165,23.090000000000003,0.17671819990815862,153.75,11.440000000000005,0.1973775017253279,69.4
2848,Richmond,2021-05-21,6,0.12,56,14.780000000000001,0.15698353690918748,108.93,56,23.839999999999975,0.1634780223547965,169.67,56,24.25,0.1640397754177095,172.08,11.440000000000005,0.1973775017253279,69.4
2849,Suffolk,2021-05-21,-5,-0.058823529411764705,80,15.790000000000006,0.15769499650454416,115.92,80,22.140000000000015,0.14370091516843003,176.21,80,42.120000000000005,0.20437672861371248,248.21,11.440000000000005,0.1973775017253279,69.4
2850,Westchester,2021-05-21,11,0.21568627450980393,62,14.670000000000002,0.16076712328767126,105.92,62,21.909999999999997,0.1502125325654737,167.77,62,20.47,0.12734851312678858,181.21,11.440000000000005,0.1973775017253279,69.4
2851,Albany,2021-05-26,-7,-0.4117647058823529,10,-10.939999999999998,-0.11438728565453783,84.7,10,-5.699999999999989,-0.041624068935300046,131.24,10,-5.480000000000018,-0.03354554358472097,157.88,-8.679999999999993,-0.13249885513662027,56.83
2852,Bronx,2021-05-26,-29,-0.3918918918918919,45,0.7800000000000011,0.008279375862434999,94.99,45,2.539999999999992,0.018140265676331896,142.56,45,-4.5800000000000125,-0.032296735068048886,137.23,-8.679999999999993,-0.13249885513662027,56.83
2853,Erie,2021-05-26,23,0.696969696969697,56,-1.4099999999999966,-0.017724701445631635,78.14,56,-2.7700000000000102,-0.01891559683146688,143.67,56,-6.090000000000003,-0.030540093275161745,193.32,-8.679999999999993,-0.13249885513662027,56.83
2854,Kings,2021-05-26,-66,-0.3548387096774194,120,6.900000000000006,0.068773048938503,107.23,120,4.409999999999997,0.03161743619156866,143.89,120,-4.599999999999994,-0.0342797525896117,129.59,-8.679999999999993,-0.13249885513662027,56.83
2855,Monroe,2021-05-26,17,0.22666666666666666,92,-0.03999999999999204,-0.0006031363088056702,66.28,92,0.28000000000000114,0.0018691588785046803,150.08,92,4.969999999999999,0.030044734614919594,170.39,-8.679999999999993,-0.13249885513662027,56.83
2856,Nassau,2021-05-26,13,0.3023255813953488,56,1.75,0.018744644387317908,95.11,56,1.829999999999984,0.012593765054022325,147.14,56,-0.45999999999997954,-0.0029152671271942426,157.33,-8.679999999999993,-0.13249885513662027,56.83
2857,New York,2021-05-26,18,0.6666666666666666,45,2.3499999999999943,0.03327669215519675,72.97,45,4.570000000000007,0.04907119080854727,97.7,45,-1.259999999999991,-0.01569115815691147,79.04,-8.679999999999993,-0.13249885513662027,56.83
2858,Onondaga,2021-05-26,33,1.9411764705882353,50,6.550000000000011,0.0845597727859542,84.01,50,1.6699999999999875,0.011573111573111486,145.97,50,6.439999999999998,0.058839652809502034,115.89,-8.679999999999993,-0.13249885513662027,56.83
2859,Queens,2021-05-26,-43,-0.35833333333333334,77,1.2600000000000051,0.014229249011857766,89.81,77,5.240000000000009,0.03927447159346432,138.66,77,-3.3499999999999943,-0.02588071693448698,126.09,-8.679999999999993,-0.13249885513662027,56.83
2860,Richmond,2021-05-26,-14,-0.4,21,-4.039999999999992,-0.04062751407884143,95.4,21,1.3600000000000136,0.00942154485625226,145.71,21,0.20000000000001705,0.001329875656626219,150.59,-8.679999999999993,-0.13249885513662027,56.83
2861,Suffolk,2021-05-26,-6,-0.125,42,5.140000000000001,0.049271472392638044,109.46,42,2.0,0.013312920189043467,152.23,42,-2.509999999999991,-0.012128533462188892,204.44,-8.679999999999993,-0.13249885513662027,56.83
2862,Westchester,2021-05-26,3,0.10714285714285714,31,0.21999999999999886,0.0024213075060532563,91.08,31,3.469999999999999,0.024695751192085967,143.98,31,7.079999999999984,0.04693092933845939,157.94,-8.679999999999993,-0.13249885513662027,56.83
2863,Albany,2021-05-28,1,0.1,11,-3.8300000000000125,-0.04289394109082778,85.46,11,8.780000000000001,0.06046831955922866,153.98,11,-4.219999999999999,-0.024603544776119396,167.3,-12.279999999999987,-0.18471720818291198,54.2
2864,Bronx,2021-05-28,6,0.07692307692307693,84,-12.310000000000002,-0.12241447891805889,88.25,84,-7.929999999999978,-0.04836840500152473,156.02,84,-11.949999999999989,-0.0811214445726698,135.36,-12.279999999999987,-0.18471720818291198,54.2
2865,Erie,2021-05-28,-17,-0.3090909090909091,38,-10.190000000000012,-0.132268951194185,66.85,38,0.6800000000000068,0.0044305446963774225,154.16,38,1.5500000000000114,0.007657724420730257,203.96,-12.279999999999987,-0.18471720818291198,54.2
2866,Kings,2021-05-28,-63,-0.3795180722891566,103,-7.679999999999993,-0.06879871002418698,103.95,103,3.230000000000018,0.020691864189622156,159.33,103,-16.439999999999998,-0.11148030107818538,131.03,-12.279999999999987,-0.18471720818291198,54.2
2867,Monroe,2021-05-28,-30,-0.29411764705882354,72,-5.079999999999998,-0.07986165697217416,58.53,72,3.579999999999984,0.022995889003083143,159.26,72,-4.780000000000001,-0.028175655761862664,164.87,-12.279999999999987,-0.18471720818291198,54.2
2868,Nassau,2021-05-28,-3,-0.05454545454545454,52,-5.239999999999995,-0.05262100823458521,94.34,52,-0.0800000000000125,-0.000495018872594595,161.53,52,-4.109999999999985,-0.02294038847957125,175.05,-12.279999999999987,-0.18471720818291198,54.2
2869,New York,2021-05-28,-8,-0.12307692307692308,57,-0.6099999999999994,-0.007649862051667914,79.13,57,-0.4200000000000017,-0.003881700554528666,107.78,57,-4.700000000000003,-0.05097613882863344,87.5,-12.279999999999987,-0.18471720818291198,54.2
2870,Onondaga,2021-05-28,7,0.21875,39,3.1799999999999926,0.03829479768786118,86.22,39,5.219999999999999,0.03220234423195558,167.32,39,4.8799999999999955,0.03873938239263313,130.85,-12.279999999999987,-0.18471720818291198,54.2
2871,Queens,2021-05-28,-43,-0.2986111111111111,101,-4.079999999999998,-0.04331210191082801,90.12,101,2.9399999999999977,0.019279952783789085,155.43,101,-7.030000000000001,-0.05004983625231383,133.43,-12.279999999999987,-0.18471720818291198,54.2
2872,Richmond,2021-05-28,-21,-0.328125,43,-11.400000000000006,-0.10919540229885062,93.0,43,9.650000000000006,0.05876263548897823,173.87,43,-5.130000000000024,-0.03140303623898153,158.23,-12.279999999999987,-0.18471720818291198,54.2
2873,Suffolk,2021-05-28,-16,-0.2222222222222222,56,12.469999999999999,0.10892732354996505,126.95,56,7.9599999999999795,0.04721793807094542,176.54,56,22.069999999999965,0.09358436161641845,257.9,-12.279999999999987,-0.18471720818291198,54.2
2874,Westchester,2021-05-28,9,0.2727272727272727,42,4.030000000000001,0.04313851423678015,97.45,42,4.810000000000002,0.03013973306598159,164.4,42,6.3300000000000125,0.03924851190476198,167.61,-12.279999999999987,-0.18471720818291198,54.2
2875,Albany,2021-06-01,-4,-0.8,1,21.840000000000003,0.2880886426592798,97.65,1,30.330000000000013,0.2881710213776723,135.58,1,45.93000000000001,0.41296529401186843,157.15,-25.940000000000012,-0.39291123901847935,40.08
2876,Bronx,2021-06-01,1,0.023255813953488372,44,14.120000000000005,0.17714214025843691,93.83,44,19.289999999999992,0.16248315363881394,138.01,44,14.709999999999994,0.1252021448633926,132.2,-25.940000000000012,-0.39291123901847935,40.08
2877,Erie,2021-06-01,6,0.3157894736842105,25,16.86999999999999,0.2603796882234911,81.66,25,34.78,0.3159233354528113,144.87,25,50.21000000000001,0.3327369118621604,201.11,-25.940000000000012,-0.39291123901847935,40.08
2878,Kings,2021-06-01,2,0.028169014084507043,73,8.780000000000001,0.09301832821273441,103.17,73,16.340000000000003,0.13351854878248082,138.72,73,5.170000000000016,0.04025225786359402,133.61,-25.940000000000012,-0.39291123901847935,40.08
2879,Monroe,2021-06-01,-14,-0.25925925925925924,40,17.360000000000007,0.3105545617173525,73.26,40,39.42,0.3623494806507951,148.21,40,30.47999999999999,0.23157574836650957,162.1,-25.940000000000012,-0.39291123901847935,40.08
2880,Nassau,2021-06-01,-9,-0.34615384615384615,17,7.109999999999999,0.07688980209797772,99.58,17,30.580000000000013,0.27242761692650347,142.83,17,22.319999999999993,0.1663437173945446,156.5,-25.940000000000012,-0.39291123901847935,40.08
2881,New York,2021-06-01,-8,-0.25,24,2.969999999999999,0.04290667437156889,72.19,24,4.450000000000003,0.050967815828656546,91.76,24,-5.570000000000007,-0.06503970107426445,80.07,-25.940000000000012,-0.39291123901847935,40.08
2882,Queens,2021-06-01,13,0.18309859154929578,84,9.239999999999995,0.11088443537741503,92.57,84,18.61,0.16206566228337543,133.44,84,11.709999999999994,0.09726721488495717,132.1,-25.940000000000012,-0.39291123901847935,40.08
2883,Richmond,2021-06-01,3,0.14285714285714285,24,11.560000000000002,0.12952380952380954,100.81,24,22.209999999999994,0.18696860005050925,141.0,24,15.209999999999994,0.12117590822179727,140.73,-25.940000000000012,-0.39291123901847935,40.08
2884,Suffolk,2021-06-01,9,0.47368421052631576,28,-7.450000000000003,-0.06017284548905583,116.36,28,23.11999999999999,0.18269458711971545,149.67,28,21.980000000000018,0.12012241775057395,204.96,-25.940000000000012,-0.39291123901847935,40.08
2885,Westchester,2021-06-01,-6,-0.3333333333333333,12,7.049999999999997,0.07602717567130375,99.78,12,30.260000000000005,0.27374705988782344,140.8,12,27.179999999999993,0.22067061784525446,150.35,-25.940000000000012,-0.39291123901847935,40.08
2886,Albany,2021-06-02,7,7.0,8,-3.010000000000005,-0.03082437275985668,94.64,8,0.01999999999998181,0.00014751438265217442,135.6,8,0.21999999999999886,0.0013999363665287868,157.37,9.75,0.24326347305389223,49.83
2887,Bronx,2021-06-02,-3,-0.06818181818181818,41,1.9500000000000028,0.020782265799850826,95.78,41,4.110000000000014,0.029780450691978943,142.12,41,10.810000000000002,0.08177004538577914,143.01,9.75,0.24326347305389223,49.83
2888,Erie,2021-06-02,-4,-0.16,21,-6.609999999999999,-0.08094538329659563,75.05,21,4.569999999999993,0.03154552357285838,149.44,21,0.6899999999999977,0.003430958182089392,201.8,9.75,0.24326347305389223,49.83
2889,Kings,2021-06-02,-64,-0.8767123287671232,9,2.3400000000000034,0.022681011922070404,105.51,9,3.3300000000000125,0.024005190311418775,142.05,9,2.039999999999992,0.01526831823965266,135.65,9.75,0.24326347305389223,49.83
2890,Monroe,2021-06-02,2,0.05,42,-11.930000000000007,-0.16284466284466292,61.33,42,6.4199999999999875,0.043316915187908964,154.63,42,10.080000000000013,0.06218383713756948,172.18,9.75,0.24326347305389223,49.83
2891,Nassau,2021-06-02,4,0.23529411764705882,21,-4.209999999999994,-0.04227756577626023,95.37,21,6.289999999999992,0.044038367289784996,149.12,21,4.490000000000009,0.028690095846645426,160.99,9.75,0.24326347305389223,49.83
2892,New York,2021-06-02,-4,-0.16666666666666666,20,3.950000000000003,0.054716719767280826,76.14,20,5.859999999999999,0.06386224934612031,97.62,20,6.030000000000001,0.07530910453353318,86.1,9.75,0.24326347305389223,49.83
2893,Onondaga,2021-06-02,-1,-0.08333333333333333,11,-5.490000000000009,-0.061142666221182855,84.3,11,2.780000000000001,0.018736941430208272,151.15,11,-1.6700000000000017,-0.01379823184334464,119.36,9.75,0.24326347305389223,49.83
2894,Queens,2021-06-02,-35,-0.4166666666666667,49,1.710000000000008,0.01847250729177928,94.28,49,3.240000000000009,0.024280575539568413,136.68,49,-0.21000000000000796,-0.0015897047691143676,131.89,9.75,0.24326347305389223,49.83
2895,Richmond,2021-06-02,-7,-0.2916666666666667,17,1.8100000000000023,0.01795456799920645,102.62,17,9.409999999999997,0.06673758865248225,150.41,17,11.560000000000002,0.08214311092162299,152.29,9.75,0.24326347305389223,49.83
2896,Suffolk,2021-06-02,-1,-0.03571428571428571,27,-12.659999999999997,-0.10880027500859399,103.7,27,5.350000000000023,0.03574530634061618,155.02,27,4.389999999999986,0.021418813427010082,209.35,9.75,0.24326347305389223,49.83
2897,Albany,2021-06-03,-2,-0.25,6,-0.5799999999999983,-0.006128486897717649,94.06,6,4.659999999999997,0.03436578171091443,140.26,6,7.969999999999999,0.050644976806252774,165.34,-1.9899999999999949,-0.03993578165763586,47.84
2898,Bronx,2021-06-03,2,0.04878048780487805,43,-1.269999999999996,-0.013259553142618459,94.51,43,-3.710000000000008,-0.02610470025330712,138.41,43,-13.379999999999995,-0.09355989091671908,129.63,-1.9899999999999949,-0.03993578165763586,47.84
2899,Erie,2021-06-03,-3,-0.14285714285714285,18,3.9200000000000017,0.052231845436375775,78.97,18,2.259999999999991,0.015123126338329703,151.7,18,-0.5,-0.002477700693756194,201.3,-1.9899999999999949,-0.03993578165763586,47.84
2900,Kings,2021-06-03,51,5.666666666666667,60,-4.150000000000006,-0.03933276466685627,101.36,60,-4.939999999999998,-0.034776487152411106,137.11,60,-8.88000000000001,-0.06546258754146708,126.77,-1.9899999999999949,-0.03993578165763586,47.84
2901,Monroe,2021-06-03,-9,-0.21428571428571427,33,0.4299999999999997,0.00701125061144627,61.76,33,-1.8400000000000034,-0.011899372696113325,152.79,33,-11.54000000000002,-0.06702288302938797,160.64,-1.9899999999999949,-0.03993578165763586,47.84
2902,Nassau,2021-06-03,12,0.5714285714285714,33,1.4599999999999937,0.015308797315717665,96.83,33,-5.27000000000001,-0.03534066523605157,143.85,33,-3.170000000000016,-0.019690664016398633,157.82,-1.9899999999999949,-0.03993578165763586,47.84
2903,New York,2021-06-03,12,0.6,32,-1.75,-0.022983976884686105,74.39,32,-1.960000000000008,-0.020077852898996187,95.66,32,-4.909999999999997,-0.05702671312427406,81.19,-1.9899999999999949,-0.03993578165763586,47.84
2904,Onondaga,2021-06-03,3,0.2727272727272727,14,-4.429999999999993,-0.05255041518386706,79.87,14,-1.0699999999999932,-0.0070790605358914535,150.08,14,5.8799999999999955,0.049262734584450366,125.24,-1.9899999999999949,-0.03993578165763586,47.84
2905,Queens,2021-06-03,6,0.12244897959183673,55,-6.170000000000002,-0.06544336020364873,88.11,55,-4.610000000000014,-0.03372841673983036,132.07,55,-7.819999999999993,-0.059291834104177675,124.07,-1.9899999999999949,-0.03993578165763586,47.84
2906,Richmond,2021-06-03,-2,-0.11764705882352941,15,-3.950000000000003,-0.038491522120444384,98.67,15,-7.9199999999999875,-0.05265607339937496,142.49,15,-5.359999999999985,-0.03519600761704633,146.93,-1.9899999999999949,-0.03993578165763586,47.84
2907,Suffolk,2021-06-03,16,0.5925925925925926,43,-2.219999999999999,-0.021407907425265178,101.48,43,-5.240000000000009,-0.03380209005289646,149.78,43,-10.909999999999997,-0.0521136852161452,198.44,-1.9899999999999949,-0.03993578165763586,47.84
2908,Westchester,2021-06-03,-3,-0.25,9,1.9399999999999977,0.020273800815132175,97.63,9,-4.550000000000011,-0.03125214643862911,141.04,9,0.20999999999997954,0.0013905442987682394,151.23,-1.9899999999999949,-0.03993578165763586,47.84
2909,Albany,2021-06-04,-2,-0.3333333333333333,4,11.409999999999997,0.12130554964916007,105.47,4,18.55000000000001,0.13225438471410247,158.81,4,24.69999999999999,0.14938913753477676,190.04,12.129999999999995,0.2535535117056855,59.97
2910,Bronx,2021-06-04,41,0.9534883720930233,84,7.309999999999988,0.07734631255951738,101.82,84,31.060000000000002,0.2244057510295499,169.47,84,21.129999999999995,0.16300239142173878,150.76,12.129999999999995,0.2535535117056855,59.97
2911,Erie,2021-06-04,15,0.8333333333333334,33,0.45000000000000284,0.00569836646827913,79.42,33,21.75,0.14337508239947266,173.45,33,61.19,0.3039741679085941,262.49,12.129999999999995,0.2535535117056855,59.97
2912,Kings,2021-06-04,18,0.3,78,18.310000000000002,0.18064325177584847,119.67,78,27.939999999999998,0.20377798847640577,165.05,78,26.959999999999994,0.21266861244773996,153.73,12.129999999999995,0.2535535117056855,59.97
2913,Monroe,2021-06-04,37,1.121212121212121,70,8.089999999999996,0.13099093264248698,69.85,70,29.420000000000016,0.1925518685777866,182.21,70,59.56,0.3707669322709164,220.2,12.129999999999995,0.2535535117056855,59.97
2914,Nassau,2021-06-04,10,0.30303030303030304,43,11.280000000000001,0.11649282247237427,108.11,43,28.75,0.19986096628432395,172.6,43,31.599999999999994,0.2002281079711063,189.42,12.129999999999995,0.2535535117056855,59.97
2915,New York,2021-06-04,36,1.125,68,21.269999999999996,0.2859255276246807,95.66,68,28.189999999999998,0.29468952540246707,123.85,68,28.92,0.3562015026481094,110.11,12.129999999999995,0.2535535117056855,59.97
2916,Onondaga,2021-06-04,4,0.2857142857142857,18,4.429999999999993,0.055465130837611024,84.3,18,27.19999999999999,0.1812366737739871,177.28,18,25.500000000000014,0.2036090705844779,150.74,12.129999999999995,0.2535535117056855,59.97
